Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
007273;João Sá;06/09/2020;00000000868801,14;S;4c28b484663623cb;"campo com ""aspas"" no meio"
007274;Íris Ferreira;25/11/2020;297.121,64;N;bbdf8b940b1a4d49;sem observação
007275;Antônio Ferreira;15/05/2024;00000000092305,25;N;78c6a01f1c3a6281;"campo com ; ponto-e-vírgula dentro"
007276;Luíza Müller;18/10/2024;270982.66;N;bbbb2902ea46801e;"campo com ; ponto-e-vírgula dentro"
007277;Íris da Silva;20230801;378628.33;N;ef662c599ca04312;sem observação
007278;Maria Müller;2024-11-10;00000000169010,14;S;d3be3397a2d05eb1;campo com | pipe dentro
007279;Antônio Ço-Testé;12/02/2025;974.892,56;N;6c78a746f5388bb7;"campo com ; ponto-e-vírgula dentro"
007280;Camões Assunção;2020-09-11;492.096,99;S;756e57304d957d48;sem observação
007281;Maria Gonçalves;03/11/2024;171.006,88;N;60751dab05ca88a7;
007282;Maria da Silva;2024-02-09;898.715,28;N;1eaca8dd83ae8d85;"campo com ; ponto-e-vírgula dentro"
007283;Íris Müller;15/09/2023;00000000453563,87;S;4392f023b3c00d0c;"campo com ""aspas"" no meio"
007284;Maria Assunção;05/03/2020;00000000182193,59;S;c3f0c264d210d218;"campo com ""aspas"" no meio"
007285;João Ço-Testé;04/03/2025;842225.65;N;ee4f7876c686b066;"campo com ""aspas"" no meio"
007286;Maria Ço-Testé;13/12/2020;00000000824925,61;S;5d6f14192e9a56ad;
007287;Ângela Assunção;28/12/2021;882.956,40;N;2862172222d4584c;sem observação
007288;Luíza Assunção;;978710.57;S;c8d920c4d7128d4c;
007289;João Gonçalves;14/05/2023;590589.87;N;3d023fc672abb327;"campo com ; ponto-e-vírgula dentro"
007290;Luíza Sá;06/11/2024;00000000449269,80;S;34c2fc3025680b66;sem observação
007291;Ana Sá;01/06/2020;00000000371037,94;N;d457b738e0138f76;campo com | pipe dentro
007292;Camões Gonçalves;28/09/2020;412.075,15;N;1210b28c2052a926;"campo com ""aspas"" no meio"
007293;Camões Sá;20241001;774.944,71;N;7f2fbc94348409f0;"campo com ""aspas"" no meio"
007294;Íris da Silva;29/04/2021;255.163,50;N;b4a95785aaf698e0;sem observação
007295;Maria Ferreira;06/07/2023;478549.87;N;80ad3e9cef5906b5;"campo com ""aspas"" no meio"
007296;Ana Assunção;2021-04-08;578.476,80;N;8bd36f9d54fdfb9b;"campo com ""aspas"" no meio"
007297;Maria Gonçalves;04/11/2022;00000000129132,93;N;764edb9a2829d5c7;"campo com ""aspas"" no meio"
007298;Camões da Silva;22/01/2020;799.597,00;N;8f95980ddd99c345;
007299;Maria Ço-Testé;17/12/2022;93056.47;N;96c0477c161f38ce;
007300;Antônio Sá;14/03/2024;00000000015828,43;S;7a0bb3049a943861;sem observação
007301;Camões Assunção;26/04/2025;495.708,88;S;2c730beba3dfe911;"campo com ""aspas"" no meio"
007302;José Ço-Testé;2021-08-12;886.837,41;N;559a31a7a03e2cf4;"campo com ; ponto-e-vírgula dentro"
007303;Antônio Sá;20200302;NaN;S;1d11724d0dc7f022;"campo com ""aspas"" no meio"
007304;Ângela da Silva;22/08/2020;683.734,65;S;59cabae398320286;"campo com ; ponto-e-vírgula dentro"
007305;João da Silva;22/04/2024;00000000720760,81;S;cdc73f6d5a34a01e;"campo com ; ponto-e-vírgula dentro"
007306;Maria Ço-Testé;09/11/2024;57.435,98;N;aff46fc607769828;campo com | pipe dentro
007307;João Sá;25/10/2024;402044.98;N;77b06a4dcecb2da4;sem observação
007308;Ângela da Silva;20220225;00000000751727,43;S;6b767be8b62723d5;"campo com ""aspas"" no meio"
007309;Ana Assunção;14/07/2020;765.490,70;N;d3e5006405a18c6e;sem observação
007310;Antônio Sá;28/07/2021;00000000211961,34;S;39a18d9a523f3abc;sem observação
007311;Íris Gonçalves;21/02/2024;367.959,13;N;27b3d866280382c4;"campo com ""aspas"" no meio"
007312;João da Silva;2021-05-23;863.649,70;S;6a30d48023699b8f;
007313;Maria Ço-Testé;10/08/2024;00000000343874,28;S;3d67c8e078c2c0a5;
007314;José Ço-Testé;20250526;NaN;N;06e2d18c686b0062;campo com | pipe dentro
007315;Antônio Assunção;27/03/2024;00000000460405,35;S;9b6b8dabf5f8120a;"campo com ; ponto-e-vírgula dentro"
007316;João Müller;06/02/2022;346450.54;S;f73982642e307cb7;"campo com ; ponto-e-vírgula dentro"
007317;Antônio Ço-Testé;20210609;None;S;768049e101445bef;
007318;Antônio Assunção;2022-07-19;00000000625044,32;S;ce3f4c13bc330b5a;"campo com ; ponto-e-vírgula dentro"
007319;José da Silva;20220910;00000000687471,39;N;547186ded2fd54b6;sem observação
007320;Maria Müller;14/05/2022;532.317,09;S;6899399771cfc1cb;
007321;João da Silva;11/11/2022;NaN;S;a5e19f2eb1f04f81;"campo com ; ponto-e-vírgula dentro"
007322;Íris Müller;22/04/2020;3.427,58;N;b2ae8b5a46f3c49a;"campo com ""aspas"" no meio"
007323;Antônio Assunção;2024-10-21;140661.86;N;784ca10c67ebb302;"campo com ; ponto-e-vírgula dentro"
007324;João Ço-Testé;07/02/2025;00000000079546,42;S;9179d42501f044c4;"campo com ""aspas"" no meio"
007325;Luíza Sá;06/11/2023;942.033,45;S;6816e3bc12239911;"campo com ""aspas"" no meio"
007326;Luíza da Silva;20210906;891.298,01;S;887a583801c2de3a;
007327;Ângela Sá;03/12/2022;None;S;3d6e1cc54eecd004;campo com | pipe dentro
007328;Íris Gonçalves;23/11/2020;827.368,54;S;d72e6e5a1403caf3;"campo com ""aspas"" no meio"
007329;José Assunção;11/08/2021;756.130,05;N;24a3c20b3368e97d;campo com | pipe dentro
007330;Camões Ço-Testé;2025-03-08;708068.75;S;7292116b3ca1d72d;campo com | pipe dentro
007331;Íris Gonçalves;30/06/2020;723885.40;S;74606ba3c8552258;"campo com ""aspas"" no meio"
007332;José Gonçalves;2021-11-07;363.805,88;S;4baf9289a0324b57;
007333;Antônio da Silva;22/09/2023;913.274,55;N;3a312ec32264ad66;
007334;Íris Ço-Testé;20230629;;S;f7e8f15e86585a50;
007335;Maria da Silva;2024-03-29;396133.56;S;aa86ab4d52fc4068;
007336;Luíza Assunção;01/01/2023;807735.59;S;24e38bda4072d1fa;"campo com ""aspas"" no meio"
007337;José Sá;2022-06-16;00000000426217,91;N;3fe42af9b71b8e3b;"campo com ; ponto-e-vírgula dentro"
007338;Luíza Assunção;18/04/2023;822.919,62;S;8c3ece4b2d0f5390;campo com | pipe dentro
007339;José Ço-Testé;17/06/2024;29.838,70;N;1de4e85874aa931b;"campo com ; ponto-e-vírgula dentro"
007340;João Ferreira;20241011;NaN;N;e59cb2c0ac0d40d6;campo com | pipe dentro
007341;Ângela Sá;22/04/2024;00000000177324,33;S;ceda3ad1a75a759f;"campo com ""aspas"" no meio"
007342;Maria Ferreira;15/01/2023;413276.37;S;a7833c30a16764a4;campo com | pipe dentro
007343;Ângela Müller;22/03/2023;00000000638001,77;S;25430ae5fbe80f9c;sem observação
007344;João Sá;20240822;33.096,93;N;2060be2e4c1e9a9c;sem observação
007345;Íris Müller;;557.834,88;N;40735f966a92954e;"campo com ""aspas"" no meio"
007346;Ana Assunção;01/10/2021;324.250,99;N;e6121a25ff378c69;sem observação
007347;Camões Gonçalves;06/07/2020;787855.92;N;c0f9ed51c49aa38a;"campo com ""aspas"" no meio"
007348;João Ferreira;22/04/2020;614.670,56;S;f9f92ddb41db94bb;campo com | pipe dentro
007349;Antônio Ço-Testé;13/09/2020;446365.05;N;5ff9d296057f9a1c;
007350;Ana Sá;30/08/2024;969.824,75;S;21bb9549c0ad720a;
007351;João Sá;16/10/2022;12240.64;N;2406d0d1cf658d58;"campo com ""aspas"" no meio"
007352;Maria da Silva;04/09/2022;588.750,96;N;76413e20df0a7176;"campo com ; ponto-e-vírgula dentro"
007353;Maria Ferreira;05/09/2024;975920.50;N;4764b46939c73459;
007354;Luíza Ço-Testé;05/12/2022;93666.07;N;092a5310b6ebd95a;sem observação
007355;Ângela Assunção;03/06/2024;70682.73;N;638d8c3fb0955e37;"campo com ""aspas"" no meio"
007356;João Ferreira;10/01/2025;115852.21;S;10ae7f2970eeb7e3;
007357;Luíza Gonçalves;11/04/2022;493.180,53;S;95c50076aa78811f;campo com | pipe dentro
007358;Ângela Gonçalves;23/10/2024;147134.60;S;1154ad5dff87b416;campo com | pipe dentro
007359;Antônio Müller;2023-08-28;;S;aa78dfb22252b6d0;"campo com ""aspas"" no meio"
007360;Ângela da Silva;06/12/2023;00000000581311,32;S;04a422393a65f9ad;sem observação
007361;Antônio Sá;2025-06-06;390065.18;N;1d758032912e0c78;"campo com ""aspas"" no meio"
007362;José Sá;20230810;8018.30;N;c9bf67048e7dddb2;sem observação
007363;Ângela Ferreira;20/11/2023;None;N;071893f517a4507f;sem observação
007364;Ana Ferreira;07/06/2025;None;S;6030c3cacaffb9c0;sem observação
007365;Ângela Müller;20210219;00000000451932,69;N;ff592f4b3166f4d0;campo com | pipe dentro
007366;Camões Ço-Testé;19/08/2020;580.308,09;S;7ac5d0dc8fba0368;
007367;Luíza Ço-Testé;2020-04-26;788825.38;S;a56a0e3a62810c02;sem observação
007368;Maria Assunção;14/05/2020;867316.84;N;18f6341ee000971d;
007369;João Gonçalves;30/09/2021;70007.20;S;cb55926d14aa4dc0;
007370;José Ço-Testé;06/07/2024;00000000047307,02;N;cbe61fc409f68869;"campo com ; ponto-e-vírgula dentro"
007371;Maria Ço-Testé;20250321;00000000820406,77;N;7608a31bf27d216c;"campo com ; ponto-e-vírgula dentro"
007372;Íris Sá;08/06/2025;00000000779946,94;N;1a553d81a4b8acf1;sem observação
007373;Ângela Müller;21/10/2024;132.532,61;N;fd8d3f609be90b93;"campo com ""aspas"" no meio"
007374;Ana Gonçalves;11/10/2022;00000000083481,88;S;3c9422b2fadc5f0a;sem observação
007375;Ângela Ço-Testé;;163353.46;S;5fddac1ad2a481cf;"campo com ""aspas"" no meio"
007376;Antônio Ço-Testé;20230627;534271.21;N;dde10ea7ff829517;sem observação
007377;Antônio da Silva;02/01/2025;155.088,25;N;50b75b84e1881d03;
007378;Camões Ço-Testé;10/08/2020;223933.83;S;6d74e73859088d91;sem observação
007379;José da Silva;08/06/2020;516578.31;S;34e609a1f1228ebb;campo com | pipe dentro
007380;Íris Sá;10/11/2023;00000000997542,95;S;3617da3df1fc1bec;"campo com ""aspas"" no meio"
007381;Maria Sá;07/03/2025;108887.09;S;92889e3df1cfc8af;
007382;José Sá;05/02/2024;00000000223618,72;S;0bf51c2e34e46f07;
007383;João Gonçalves;20221123;00000000676158,80;N;edbd4e4fd26a42fe;sem observação
007384;Maria da Silva;20241024;NaN;N;eb7def18a83a3cd3;
007385;João Müller;01/09/2020;967.678,40;N;fbf95b5a2de27581;
007386;José Assunção;20221101;550.145,69;N;a8b3a9b77c690851;
007387;Camões Müller;15/03/2020;00000000053977,72;S;48a10b40478ba882;campo com | pipe dentro
007388;Antônio Assunção;2020-11-20;555373.73;N;83a77c9945942b38;"campo com ""aspas"" no meio"
007389;Ana Sá;2024-01-25;00000000810026,87;N;e1763970077ef8fe;"campo com ; ponto-e-vírgula dentro"
007390;Ana Ço-Testé;2022-09-19;834.737,18;S;e5880a96ed30ec2f;"campo com ""aspas"" no meio"
007391;Ângela Müller;05/02/2023;567.157,49;S;66d35949d328a741;"campo com ; ponto-e-vírgula dentro"
007392;João Assunção;08/01/2025;393.414,65;N;865a1675ad58f8c5;sem observação
007393;Antônio da Silva;16/05/2024;930.660,32;N;46f786a7f69383cf;"campo com ""aspas"" no meio"
007394;José Ferreira;20/07/2022;683586.24;S;6aa5db1fe8375700;"campo com ; ponto-e-vírgula dentro"
007395;José Assunção;06/12/2021;73.781,85;S;7954c226ebe3d009;"campo com ""aspas"" no meio"
007396;Camões Ferreira;07/07/2024;691994.39;N;5f8755136394aac8;
007397;Antônio Müller;30/04/2020;00000000367400,91;N;0c9433fd1f75d3b9;campo com | pipe dentro
007398;Ana Ferreira;26/08/2020;174854.22;S;a3f5581ed3859ea0;"campo com ""aspas"" no meio"
007399;Camões da Silva;2022-02-11;00000000182058,45;S;c2ad4f7be36585bf;
007400;Luíza da Silva;04/05/2023;19.483,55;N;839fb96e88b9908c;"campo com ""aspas"" no meio"
007401;Ângela Sá;20231210;69.542,97;S;48c2b3b37ee90fa3;"campo com ""aspas"" no meio"
007402;Íris Sá;09/10/2021;00000000453268,16;S;6f027617cbbf61c3;
007403;Ana Sá;2020-03-15;00000000988906,60;S;c94e6220a5f9d6c4;sem observação
007404;José Ferreira;2021-12-28;36737.97;N;4664606a77e8be33;campo com | pipe dentro
007405;Íris Ço-Testé;29/04/2025;594.154,00;N;520a7db00dbe5823;"campo com ""aspas"" no meio"
007406;Luíza Ço-Testé;01/03/2020;;N;e34ec581dd3f11c4;"campo com ; ponto-e-vírgula dentro"
007407;João Ço-Testé;20220820;None;N;395c9fd6b20ba971;sem observação
007408;Ângela Müller;30/12/2021;152.324,97;N;1fccc483e4f43420;sem observação
007409;João Assunção;06/03/2024;399.627,19;S;2b5239fee720e211;"campo com ; ponto-e-vírgula dentro"
007410;João da Silva;20220630;657415.90;N;79476bfc783d6a30;
007411;Ângela Assunção;07/05/2022;140.984,37;S;b26e6980bfec4a48;sem observação
007412;João Müller;09/05/2022;00000000172709,60;N;be3c3d473a134fd1;"campo com ""aspas"" no meio"
007413;Ana da Silva;17/05/2024;459.706,72;N;41919de6b9133fce;sem observação
007414;Ângela da Silva;09/08/2024;83441.59;N;e6d105c0f4567c13;sem observação
007415;José Ço-Testé;13/08/2020;00000000564493,94;S;6a3a5bad7785d854;"campo com ; ponto-e-vírgula dentro"
007416;Antônio Gonçalves;16/06/2024;00000000468394,47;S;cc404f188830dd78;
007417;Camões Sá;20230105;495.468,35;S;77759b1bd67ac620;"campo com ""aspas"" no meio"
007418;Luíza Ferreira;15/08/2020;194042.57;N;f0a9e5bb439dbbdb;campo com | pipe dentro
007419;José da Silva;28/11/2024;27116.69;N;20c7c3a012f88a25;"campo com ; ponto-e-vírgula dentro"
007420;José Ferreira;26/06/2022;112685.92;N;4535e6f05ac6708e;"campo com ; ponto-e-vírgula dentro"
007421;José Ferreira;17/05/2021;00000000696135,57;S;ad919f7d4566b18c;sem observação
007422;Antônio Ço-Testé;06/12/2023;None;S;651198cd37716dc3;"campo com ""aspas"" no meio"
007423;José Gonçalves;13/05/2021;417841.04;S;e3c9260520aa25d8;
007424;Íris Ferreira;20211018;None;S;03fc245fd7c7782d;"campo com ""aspas"" no meio"
007425;Maria da Silva;07/07/2024;NaN;N;b230a8249734680e;
007426;Ângela Assunção;29/07/2022;599.073,86;N;6af0ebbeb76dc1d7;campo com | pipe dentro
007427;Íris Müller;20210223;00000000517384,23;S;a365f738637c0a4f;sem observação
007428;Íris Müller;29/11/2022;510552.72;S;04315d0bd02b518a;campo com | pipe dentro
007429;Ângela Gonçalves;;922.472,09;S;e7b682a61bae2455;"campo com ; ponto-e-vírgula dentro"
007430;Camões Gonçalves;28/07/2021;639156.10;N;ae0dff0eca4d11c0;"campo com ; ponto-e-vírgula dentro"
007431;Camões Assunção;06/05/2024;971.173,32;N;b0ebb51869424aa6;"campo com ; ponto-e-vírgula dentro"
007432;Maria Gonçalves;31/03/2025;383220.02;N;61c7d2b2a60fbb6d;campo com | pipe dentro
007433;Ângela Ço-Testé;20221202;883.400,71;S;d476457bc0850534;"campo com ""aspas"" no meio"
007434;Luíza Assunção;08/09/2022;559.077,16;S;4dc4774539764f18;"campo com ; ponto-e-vírgula dentro"
007435;Íris Ço-Testé;20/06/2025;892.121,22;N;ad1b42cd31492d33;
007436;Ângela da Silva;03/06/2024;;N;282b68519b87e89a;
007437;Ângela Ço-Testé;20210829;422616.73;N;7ddfcbef51073f76;"campo com ; ponto-e-vírgula dentro"
007438;Ângela Sá;26/12/2024;00000000882437,40;S;ef723c6e2d017433;"campo com ; ponto-e-vírgula dentro"
007439;Ana Ferreira;07/10/2020;712606.73;S;625c25e7547871fd;sem observação
007440;Maria Gonçalves;03/11/2020;176955.29;S;c81e91db3c9f87e3;"campo com ; ponto-e-vírgula dentro"
007441;Íris Müller;2024-11-29;323.791,68;S;aff861e49db77647;campo com | pipe dentro
007442;Antônio Gonçalves;20230318;00000000342483,46;N;705620a70a1030ab;
007443;José Gonçalves;;722286.04;S;20c0810ba8777322;"campo com ""aspas"" no meio"
007444;Antônio Sá;20240529;658.568,05;N;19dc1dc9d7efc5d6;sem observação
007445;Ângela Assunção;12/10/2021;00000000127082,35;S;413050cf685543f5;sem observação
007446;Camões Assunção;23/06/2025;534002.15;S;2b8eedae2e815810;"campo com ""aspas"" no meio"
007447;João Gonçalves;20231005;605.149,93;N;13f218180fcdc561;sem observação
007448;Maria Gonçalves;01/01/2021;790158.92;S;91afc7d437a00cb9;
007449;Maria Sá;11/01/2023;937453.64;S;fb261992487aad88;"campo com ; ponto-e-vírgula dentro"
007450;Íris Gonçalves;11/10/2021;281.841,91;S;d91fc938647f09c5;sem observação
007451;Ana Sá;05/04/2024;355952.74;S;2456ed12aebbea7f;sem observação
007452;Ana Assunção;04/06/2023;00000000828845,84;S;dcde641fd02535b2;
007453;João Ço-Testé;2021-08-23;339393.81;S;a70fba18b631ba81;
007454;Antônio Sá;17/12/2023;989746.59;S;6814cde47c4a8c8b;"campo com ; ponto-e-vírgula dentro"
007455;Ana Sá;05/08/2020;107521.96;S;46bf67c25908f91f;"campo com ; ponto-e-vírgula dentro"
007456;João Ço-Testé;09/06/2022;None;S;ec9fdc59f18d23be;sem observação
007457;Antônio Sá;20250121;00000000426175,03;N;59125e55aa1df1b1;campo com | pipe dentro
007458;Maria Sá;05/07/2023;197.571,70;S;7eaa3643b49e0e3b;"campo com ; ponto-e-vírgula dentro"
007459;Camões Ço-Testé;23/01/2022;214514.72;N;5f8d566a217cf31d;"campo com ; ponto-e-vírgula dentro"
007460;Ana Sá;29/07/2023;765.964,88;N;b77e74449e6d5f75;sem observação
007461;Camões Ferreira;20250421;486453.18;N;4563f943cdcc9015;sem observação
007462;João Gonçalves;14/02/2020;00000000336777,16;S;a60bee793f819771;"campo com ; ponto-e-vírgula dentro"
007463;Antônio Ço-Testé;14/07/2023;700079.58;S;6562d164042f38d4;
007464;Camões Ço-Testé;27/01/2023;;S;ee75c353f12225d3;sem observação
007465;Maria Ço-Testé;23/11/2023;47292.36;N;243af5070394f573;campo com | pipe dentro
007466;João Ferreira;04/11/2024;None;S;51bb655f19abce44;campo com | pipe dentro
007467;Maria Gonçalves;20211202;653.169,14;S;035d855b685017c6;"campo com ""aspas"" no meio"
007468;Luíza Ço-Testé;20230813;00000000460192,90;S;e67b476a487fec63;campo com | pipe dentro
007469;Ana Assunção;20230921;483.434,99;S;7bd63c59d7ea6d5d;"campo com ; ponto-e-vírgula dentro"
007470;João Gonçalves;30/03/2022;233.641,31;N;ff93b853f4577571;"campo com ""aspas"" no meio"
007471;José Gonçalves;19/01/2023;667.786,78;S;99f2b80d6ae10bed;campo com | pipe dentro
007472;Ângela Müller;27/08/2023;184.866,91;S;5741a15580dd9dd3;"campo com ; ponto-e-vírgula dentro"
007473;Ana Sá;13/01/2022;10.227,67;S;41655ea2421ab24b;sem observação
007474;Luíza Müller;12/07/2024;853.828,78;N;957c63061437a6f8;campo com | pipe dentro
007475;Antônio Sá;20210514;263290.04;N;b52d13a4c099f079;"campo com ""aspas"" no meio"
007476;Maria Ço-Testé;06/11/2023;383.005,40;N;9a4363adf0cc4ae1;sem observação
007477;Maria Ço-Testé;13/12/2022;931954.57;N;e419e351edd820ee;
007478;Antônio Assunção;05/02/2025;147482.30;N;803d59ffaacd93a3;campo com | pipe dentro
007479;Antônio Gonçalves;2022-06-16;None;S;da26e31700e62d31;"campo com ""aspas"" no meio"
007480;Luíza Ço-Testé;17/08/2023;00000000462917,38;N;48f99917b5cd113a;sem observação
007481;Camões Gonçalves;23/01/2023;962.719,85;S;ff5d3e07036dda75;"campo com ""aspas"" no meio"
007482;Maria Assunção;28/07/2020;619.784,64;N;28c3bfb66192910c;"campo com ; ponto-e-vírgula dentro"
007483;João da Silva;;409.149,47;S;a100b8a2e4165c92;campo com | pipe dentro
007484;José da Silva;2020-04-09;852.001,86;S;51dadd6133d7a9ac;
007485;Ana da Silva;14/12/2021;698.672,58;N;fbc26cbfd6462d44;"campo com ""aspas"" no meio"
007486;Camões Müller;20210808;763.253,49;N;35ed7c0eff5eaff8;"campo com ""aspas"" no meio"
007487;Maria Sá;30/10/2022;401705.78;S;c13056185e591ecb;campo com | pipe dentro
007488;Íris Assunção;04/12/2023;965.043,54;N;affdfbca6a8a2a4a;campo com | pipe dentro
007489;Luíza Ferreira;03/04/2022;401.440,31;N;823da9af571e80bd;campo com | pipe dentro
007490;João Ferreira;25/08/2020;00000000481907,52;N;39b8aa8799637a75;
007491;Maria Assunção;30/12/2024;00000000237606,19;N;336b172e488bc5ed;campo com | pipe dentro
007492;Maria Müller;03/02/2025;747.860,23;S;7f238acdffce09fe;
007493;Antônio Ferreira;05/07/2022;226.296,94;S;3f4e8727b310e4a3;campo com | pipe dentro
007494;Ana da Silva;2020-04-18;None;S;36f7d7825e21237f;"campo com ""aspas"" no meio"
007495;Luíza da Silva;23/02/2021;00000000817790,88;S;ac26f2e46d9ecb6f;"campo com ""aspas"" no meio"
007496;Antônio Müller;2024-01-16;00000000058071,81;N;82e15b2d1bedd598;"campo com ""aspas"" no meio"
007497;Camões Assunção;20230209;00000000548422,00;N;73a9c36cdb143a87;campo com | pipe dentro
007498;Antônio Ferreira;20240624;919.044,48;S;2b4004c2a9464c34;"campo com ""aspas"" no meio"
007499;Maria Müller;16/05/2024;103.275,63;S;74ef65371651b50b;"campo com ; ponto-e-vírgula dentro"
007500;Camões Ferreira;2024-03-11;;S;e9b6087f60bb9203;sem observação
007501;Íris Gonçalves;16/10/2022;204755.85;N;b665cf8b5f9b2e48;campo com | pipe dentro
007502;Camões da Silva;14/04/2025;369764.52;N;1e429668a0f42411;campo com | pipe dentro
007503;Antônio da Silva;12/01/2025;691.263,91;S;321e50abd153f754;"campo com ""aspas"" no meio"
007504;Antônio Ço-Testé;14/03/2025;00000000722604,34;N;fc2805e4983b8393;sem observação
007505;Íris Ferreira;08/07/2021;None;S;940a9173069a7125;
007506;Luíza Sá;06/09/2022;256.122,71;S;a34737f884f5d7d1;sem observação
007507;Íris da Silva;28/03/2021;412877.44;N;7bb9a558f82d1334;sem observação
007508;Luíza Gonçalves;16/08/2024;NaN;N;997119a8162f45ff;
007509;José Müller;18/10/2023;723.223,51;S;fe8cad924ebdfd09;
007510;Ângela Müller;15/01/2022;00000000044996,08;S;f19d07940371ae58;
007511;Íris Ço-Testé;04/01/2022;687.805,88;S;42312753eee887e4;sem observação
007512;Antônio Ço-Testé;02/07/2021;425.479,50;S;ccb4149733827389;sem observação
007513;Camões Gonçalves;02/11/2021;981.065,73;N;a1220d0f1690f830;sem observação
007514;Antônio Ço-Testé;20221120;00000000329759,00;N;4315cf47e5106ee7;
007515;Ângela Sá;28/12/2023;00000000820012,32;S;4cd3e7a82b54c062;
007516;José Müller;30/07/2022;627.439,76;S;916d9cca755d7bff;"campo com ; ponto-e-vírgula dentro"
007517;Luíza Sá;20210730;281792.87;N;eaaba77dc995b41b;
007518;Ana Assunção;20241026;;S;bf21b64497693724;
007519;Luíza Gonçalves;21/03/2022;831.780,45;N;84822c0aa3dc7195;"campo com ; ponto-e-vírgula dentro"
007520;Antônio Assunção;10/02/2024;00000000224670,55;S;1c4a60515bd4ba2f;"campo com ; ponto-e-vírgula dentro"
007521;Ângela da Silva;22/04/2022;00000000456595,74;S;16d9f8a4e10dc27d;campo com | pipe dentro
007522;José Gonçalves;2024-03-24;None;N;a1183f918d08b6f8;"campo com ; ponto-e-vírgula dentro"
007523;Camões Müller;13/04/2024;00000000764227,93;S;1d4f3938cb178f8a;"campo com ""aspas"" no meio"
007524;Ana Ço-Testé;15/12/2023;161.023,54;S;ba18717c337f2ee2;"campo com ""aspas"" no meio"
007525;Camões Gonçalves;2020-09-10;250.923,24;N;7263694ef569a837;sem observação
007526;Maria da Silva;;00000000135030,78;S;a3d2af96381d9794;
007527;Camões da Silva;17/02/2022;00000000803754,57;S;aabc08eec9b97158;
007528;Íris da Silva;;837.140,39;N;c36fd9c4e176a483;"campo com ; ponto-e-vírgula dentro"
007529;João Sá;21/09/2024;735.892,74;S;079ace9e7a45b2b6;sem observação
007530;Camões da Silva;29/01/2023;00000000238892,33;N;cf01c834fbe14500;
007531;José Assunção;2022-01-15;NaN;S;dc54abbff0b2d9c0;"campo com ""aspas"" no meio"
007532;Camões Gonçalves;18/05/2021;00000000018126,10;S;3e1995abd810abb7;"campo com ; ponto-e-vírgula dentro"
007533;José da Silva;03/01/2021;521.145,51;S;80f5501a6d61d5b8;"campo com ""aspas"" no meio"
007534;Íris Gonçalves;21/03/2020;00000000207332,05;N;350eed08075585d4;"campo com ""aspas"" no meio"
007535;Maria da Silva;30/03/2022;765857.43;S;22fa8cb546491860;"campo com ""aspas"" no meio"
007536;Ângela Assunção;;691.239,09;N;b8355ffe8680be8b;
007537;José Müller;23/11/2020;828.028,39;S;60a1cac0a2153c9a;campo com | pipe dentro
007538;Ângela Assunção;17/12/2022;714.465,95;N;60e746a862ffe3e7;campo com | pipe dentro
007539;Camões Sá;28/03/2022;00000000027611,06;N;78caf0ab3571d89e;sem observação
007540;José Müller;14/05/2025;00000000890240,55;N;81f0571e3b71f750;"campo com ""aspas"" no meio"
007541;Ana Müller;2022-11-27;32.107,57;N;e6529fbe44019da2;"campo com ""aspas"" no meio"
007542;Luíza Assunção;01/12/2020;565.542,65;N;41065145a0f113a9;"campo com ; ponto-e-vírgula dentro"
007543;João da Silva;05/04/2023;365263.05;N;c930f724afa04cdd;campo com | pipe dentro
007544;Antônio Sá;12/11/2022;546.347,15;N;0cae2826d28ccb49;
007545;Ana Ço-Testé;05/01/2024;601349.28;S;b401f55aa8dcda69;
007546;Ângela Ço-Testé;20220108;00000000444257,97;S;0761da3ff4f55322;"campo com ""aspas"" no meio"
007547;Maria Ferreira;22/03/2020;786.669,52;N;bc91f98f4aabf204;
007548;Antônio Sá;07/02/2021;538.879,97;S;bb2e6561ea3986ca;"campo com ""aspas"" no meio"
007549;José Ferreira;18/04/2021;83399.80;N;80b752997ed30b72;sem observação
007550;Antônio Ço-Testé;20240726;NaN;S;a1544001583f3332;"campo com ""aspas"" no meio"
007551;Antônio Assunção;31/05/2024;195.439,65;N;1b887fa4949110af;"campo com ""aspas"" no meio"
007552;Ângela da Silva;17/02/2023;101.414,22;S;c655e8b919072536;sem observação
007553;Luíza Müller;25/12/2024;846795.51;N;6142827ecd88cff7;sem observação
007554;Ângela Assunção;27/09/2024;65.576,63;N;a972e0631a8d393e;campo com | pipe dentro
007555;Ângela Sá;20220715;NaN;S;53afba2607a825f0;campo com | pipe dentro
007556;Camões Gonçalves;06/12/2024;;S;f05b483f2e23ec84;"campo com ""aspas"" no meio"
007557;Íris Müller;17/02/2024;503896.42;N;641e6cdd6b493c29;campo com | pipe dentro
007558;José Ferreira;20240913;907.441,18;S;a36cc3a51c784e92;"campo com ; ponto-e-vírgula dentro"
007559;Antônio Assunção;24/02/2023;505.932,35;N;43f7e062e621a526;sem observação
007560;Ângela Sá;13/12/2021;00000000213328,65;S;bdf034c07b196c51;campo com | pipe dentro
007561;Maria Ço-Testé;2024-08-24;662012.75;S;24cffe3b82d3f21c;"campo com ; ponto-e-vírgula dentro"
007562;Íris da Silva;26/02/2020;00000000206917,21;S;9b6b18c7b0b128f0;
007563;Ana Assunção;20220701;824.852,62;S;45cd4a2f20ff56b1;"campo com ; ponto-e-vírgula dentro"
