Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
000345;Antônio da Silva;24/02/2021;62.805,62;S;47a2a10bb62edb49;obs
000346;Ana Gonçalves;20250111;00000000480729,47;S;1877bc0694ad6252;obs
000347;Maria Sá;06/08/2024;00000000456113,07;S;4aab47b23c9d128a;obs
000348;Luíza Ço-Testé;20220315;474752.40;N;131eb7233bcdf203;obs
000349;Maria Ço-Testé;26/04/2024;471.405,21;N;681134e250647c59;obs
000350;Ângela Assunção;20250529;00000000277881,59;S;28597b341725d2c7;obs
000351;Ana Gonçalves;2024-09-07;260.277,91;N;837217e0657046ea;obs
000352;Antônio Assunção;;896.115,51;N;bf8211bc8e52fc42;obs
000353;José da Silva;04/08/2022;12538.15;S;c7ecfe71d49347fc;obs
000354;Maria Gonçalves;13/08/2024;88122.82;N;d010318aeadc9960;obs
000355;Ana da Silva;2021-02-08;00000000096447,16;N;0aee25571f5df912;obs
000356;Ana Gonçalves;07/03/2025;520227.50;S;aee70ab261fa8e7a;obs
000357;Maria Assunção;2021-03-15;926.337,57;S;9d3616a108dec921;obs
000358;José Sá;27/08/2021;63942.61;S;620d4a1f479f6628;obs
000359;Camões Gonçalves;2023-08-09;00000000841135,80;S;61eb64e6fd498e20;obs
000360;Íris Müller;19/05/2024;None;N;06ac10102e0869c1;obs
000361;José da Silva;20250108;555.150,60;N;95804c2ac44fc4b8;obs
000362;Maria da Silva;22/05/2021;58.625,94;S;d8b48ead93608edf;obs
000363;Luíza Ço-Testé;27/09/2024;845.373,40;N;9770a3dbe9fa97e2;obs
000364;Luíza Müller;28/02/2023;None;S;09b7fdf77d8d3ddd;obs
000365;Ana Gonçalves;17/05/2023;00000000347849,00;S;2167c35ece7334f2;obs
000366;Maria Ço-Testé;2024-09-25;615.105,18;S;1c654aa2c63ce21d;obs
000367;Luíza da Silva;20220204;105940.75;N;52961fb34d407b28;obs
000368;Maria Sá;26/04/2025;00000000680715,62;N;b509f08a2c988bca;obs
000369;Luíza Gonçalves;25/09/2023;769.650,39;N;2d7e4a452099e71f;obs
000370;Camões Ço-Testé;2024-04-27;333.675,77;S;90c7e6aca3bfe403;obs
000371;Íris Gonçalves;20211109;176.043,40;S;b57ec883d2586d90;obs
000372;Íris da Silva;27/06/2021;269126.44;S;0053f649b86d066b;obs
000373;Camões Ferreira;09/02/2024;517.034,52;N;8bc83a0259ea4936;obs
000374;João Ço-Testé;20220908;00000000720540,97;S;7387928a29a3db6d;obs
000375;Ana Assunção;11/02/2020;;N;bb635ff529310971;obs
000376;Ângela da Silva;23/11/2021;00000000738727,61;S;f143e5456e6b34b9;obs
000377;Camões Gonçalves;19/04/2020;429.162,24;N;4811e562a91cf192;obs
000378;José da Silva;11/04/2020;00000000161051,62;S;00fa0eb45c5f48d4;obs
000379;João Assunção;14/08/2024;00000000101699,25;S;2bbba89d34fadee1;obs
000380;João Ferreira;24/09/2024;512856.60;N;a4515ae01754bf08;obs
000381;Camões Gonçalves;2022-01-29;46.785,57;N;770e09db7092d401;obs
000382;José Ço-Testé;04/07/2021;699.892,89;S;ab0b4cc515f0ea19;obs
000383;Ângela Ferreira;20250611;881.640,07;N;85c7f3bed183010f;obs
000384;Ângela Sá;2024-11-10;00000000499398,30;N;6511e61a143665f5;obs
000385;Ângela Müller;18/01/2025;00000000154611,79;S;c1d71f4af3025d16;obs
000386;Maria Gonçalves;13/06/2025;443.941,05;S;aee14f87fcffe9e3;obs
000387;José Ço-Testé;08/07/2023;00000000955048,40;S;635a775d16476e3f;obs
000388;Camões Müller;2021-10-29;00000000824759,01;N;6a18e5af1cce08e9;obs
000389;Maria Müller;19/04/2023;;S;493d6196c926a021;obs
000390;Luíza Ferreira;24/06/2021;00000000496026,77;S;46818a882c154804;obs
000391;Maria Müller;31/05/2023;00000000932787,50;N;3cd1ff3fb0c58278;obs
000392;Íris Assunção;11/01/2025;326.054,38;N;7ddac1b6d7c4caed;obs
000393;José Gonçalves;;00000000282508,41;N;a543148e9adfe981;obs
000394;José Ferreira;2021-03-08;00000000796387,62;N;0e63813ed22e3226;obs
000395;Maria da Silva;20210929;00000000892648,99;S;3158f1fb2c7a0d31;obs
000396;Ana Gonçalves;08/03/2020;None;N;76d70561d2d14ef5;obs
000397;Camões Sá;05/03/2025;512.531,47;N;f5e4a9c12d761ffa;obs
000398;Ângela Assunção;06/12/2021;871231.95;S;0706fec248fa4e98;obs
000399;Ana Gonçalves;14/10/2024;;S;a6ce6d7a44e2a94b;obs
000400;Ângela da Silva;20241105;497127.01;S;2c56e0cda5ba2472;obs
000401;Ana Gonçalves;31/05/2021;NaN;N;e53e5f4c6c7e9a2c;
000402;Luíza Ferreira;31/05/2021;864.353,66;N;1a31204495a0f356;obs
000403;Ângela Sá;20250602;622.616,82;N;af35b30b4c68eb17;obs
000404;Íris da Silva;;00000000273833,35;N;2661c42630385dd7;obs
000405;José da Silva;2024-07-07;692617.51;N;23d26b8dae46024d;obs
000406;Íris Assunção;2021-06-15;00000000037035,94;S;b9ff2c2957d9cbb0;obs
000407;Ângela Sá;26/05/2024;None;S;a8596f8cd73418fe;obs
000408;Maria Assunção;18/07/2020;847610.92;S;ae01a122f269921c;obs
000409;João Gonçalves;28/12/2021;826373.53;N;42b402815f269466;obs
000410;Antônio Ferreira;09/10/2024;611.923,81;S;e3b16d3678e36397;obs
000411;Ângela da Silva;11/11/2024;00000000056689,52;S;fe0a824e232a5e82;obs
000412;Luíza Ferreira;2023-03-12;NaN;S;14b00f62c768b07f;obs
000413;Luíza Sá;28/12/2020;286.815,57;S;c606ddc4c2dd901d;obs
000414;Maria Ferreira;20240527;454.780,78;N;6dd49c966744cb9e;obs
000415;Camões da Silva;18/03/2020;935337.01;N;d54e7948c1c0c5e3;obs
000416;José da Silva;17/10/2023;727214.28;N;21019bff4fe54745;obs
000417;Camões Müller;20/04/2023;312.688,05;N;ba53312274b79620;obs
000418;Ângela Assunção;2022-06-07;None;N;303cb04bc0079336;obs
000419;Camões da Silva;12/04/2021;;S;5dd8effc1f878b32;obs
000420;Camões Sá;20210607;00000000050291,76;S;d60bf603a750350e;obs
000421;Ana Sá;25/08/2020;265.016,70;N;27335670b3ada2ba;obs
000422;Ana Assunção;11/05/2022;653051.34;S;d4a5a81e6b382a0a;obs
000423;Ângela Sá;19/06/2023;521.918,13;S;3322c68b9be78aec;obs
000424;Ângela Gonçalves;20220103;574.766,05;N;352b6ec8e90d21cb;obs
000425;Luíza Gonçalves;06/01/2020;875.805,14;N;f30ee4fe262e5559;obs
000426;Ângela da Silva;20240121;None;N;76dae194439db29d;obs
000427;João Ço-Testé;2020-12-23;840535.46;N;bd10f87c6d0e0597;obs
000428;João Ço-Testé;2024-04-01;695.579,17;S;5b86ea6954231dbe;obs
000429;Antônio Sá;09/07/2020;420.246,14;N;74dfb83ff659f188;obs
000430;Camões Sá;08/10/2024;00000000118549,21;S;b9f6143bb2383056;obs
000431;Maria da Silva;2022-05-02;00000000711347,72;N;9c7faca62e671784;obs
000432;Luíza Müller;2020-02-29;935082.93;S;eb9f33cb7bab1baa;obs
000433;João Ferreira;21/06/2022;12.961,40;S;f4acc7e2fa575cea;obs
000434;Ângela Müller;20231110;761.950,84;S;588309de7b5fbe41;obs
000435;Maria Ço-Testé;19/08/2024;NaN;S;d94df188816ce054;obs
000436;Íris Ço-Testé;04/12/2020;00000000346969,30;N;81c61eeb0ce3c8c8;obs
000437;Ângela Sá;14/02/2022;465.766,58;N;db496e6d1688782f;obs
000438;Íris Assunção;;107630.02;N;092c4801698f04f8;obs
000439;Ângela da Silva;18/08/2024;00000000668508,79;N;82226c16e3de4ec0;obs
000440;José Sá;07/10/2023;856.256,06;S;74577d47d8253010;obs
000441;Ângela Ço-Testé;23/06/2023;750690.46;N;18f1a1e41d30a290;obs
000442;Ana Assunção;20211228;NaN;N;1b37ef19b3bc912f;obs
000443;Maria Ferreira;20201014;112158.52;N;3227e8d89c60c81b;obs
000444;João Ço-Testé;15/03/2022;751607.24;N;c1d48a101b968925;obs
000445;Ana Sá;11/09/2024;479.606,57;S;7fb33be5f6bf2f72;obs
000446;Ângela Sá;09/04/2020;00000000506391,74;S;941c23fab11af726;obs
000447;Maria da Silva;04/03/2022;00000000528598,41;N;fac08fc46b2d9ccc;obs
000448;José Assunção;2022-03-25;;S;9a3f0ad169a9aff9;obs
000449;Antônio Ço-Testé;07/12/2023;980.956,94;S;35afbb2d336d7786;obs
000450;Antônio Sá;2021-12-08;681.665,90;S;8ae0b8a080ff2909;obs
000451;João Ço-Testé;22/12/2021;00000000744619,85;N;bf74531cac9b389a;obs
000452;Antônio Ço-Testé;20220515;00000000399372,03;S;ab95c72f0d95aaf5;obs
000453;José Assunção;20240316;;S;c8cba592b0cad2eb;obs
000454;José Ço-Testé;13/01/2023;646037.13;S;a5a99ebcbe0ec2da;obs
000455;Camões Gonçalves;20221112;726597.36;S;61af663ced2e1bcd;obs
000456;Camões Ço-Testé;21/06/2025;NaN;N;9edd218233fd862d;obs
000457;José Sá;20231214;573.168,75;S;b993ff63c6b18d94;obs
000458;Antônio Ferreira;;770.787,22;S;0a6701436090103c;obs
000459;Antônio Müller;25/06/2021;00000000005920,32;N;b5ae329d77617d80;obs
000460;Ana Gonçalves;16/03/2025;645.513,80;N;ca376c367d94bf10;obs
000461;Ângela Assunção;20200529;192.801,28;S;8150e0c9c948384b;obs
000462;Camões Müller;04/01/2023;695.557,27;N;5c5d3f1b54c0c6c2;obs
000463;José Ço-Testé;20/06/2023;;S;5893ef12ab3f8d22;obs
000464;José Sá;2023-06-10;715.707,05;N;ea7a8c2161a1a29c;obs
000465;Camões Assunção;20230111;862.044,66;N;cd8565ce83a9c235;obs
000466;Íris Ferreira;30/03/2020;538858.41;S;189099c9f2be029f;obs
000467;Ângela Müller;16/01/2020;811.160,80;S;af76b6c2dd6d6b41;obs
000468;João Gonçalves;20230106;812864.94;N;d116d014a5850828;obs
000469;Maria da Silva;20220729;56.905,09;S;407d0affcb51a911;obs
000470;João Müller;09/08/2024;473.040,49;N;50ffde646edaba8c;obs
000471;Camões Sá;30/08/2020;00000000066310,79;S;d926fe41b36d0121;obs
000472;Luíza Müller;05/08/2020;90708.77;N;ed3b9d13c3e90323;obs
000473;Camões Ferreira;10/08/2024;00000000230546,68;S;641816b7bf2b43b4;obs
000474;Antônio Sá;22/10/2020;679415.93;N;f3102525f5179e72;obs
000475;Ângela Ço-Testé;10/02/2023;625.638,73;N;8c2aa0b18982cbf8;obs
000476;Antônio Gonçalves;20240312;432700.27;S;2f1a25a829344e15;obs
000477;Antônio Gonçalves;22/08/2020;892745.06;N;8cb6d1f0a5096396;obs
000478;Antônio Sá;17/05/2020;510.857,74;N;20d2b5285b6d6b7c;obs
000479;João Assunção;22/06/2023;472.537,62;N;a8cfe5899dc89e1a;obs
000480;Maria Müller;06/03/2023;176.832,54;S;3f05557c502ed818;obs
000481;Camões Assunção;16/09/2024;920531.42;N;7202fae5767d3b27;obs
000482;Antônio Ferreira;03/02/2023;00000000882684,10;N;d391d017dbd4a86d;obs
000483;Ângela Gonçalves;20210623;00000000079063,93;S;81d67019d97e8d3c;obs
000484;Camões Ço-Testé;23/04/2023;569.869,33;N;c6735380a7668617;obs
000485;Luíza Ferreira;2021-04-02;00000000140385,37;N;82aa5c4680499bbf;obs
000486;Camões Assunção;25/10/2022;717.396,78;S;839e7623c1d841d3;obs
000487;Íris Gonçalves;01/01/2021;00000000771668,18;N;5bda0655f06dca24;obs
000488;José Ço-Testé;25/09/2022;44.888,29;S;e860bcb18494205c;obs
000489;Camões Ferreira;22/02/2025;339.814,83;S;f7ebc69ab4280f0d;obs
000490;Antônio Ço-Testé;28/02/2024;00000000394957,22;N;96721e985d8416e0;obs
000491;Ângela Assunção;;370.041,51;N;caeb99597ca2f582;obs
000492;Ana Müller;11/12/2024;539.536,09;N;267627ca3625fc20;obs
000493;Maria Assunção;20230517;434.754,29;N;1d03c3d5b862acc3;obs
000494;Íris Ferreira;07/03/2021;00000000023537,52;S;20bd14220b0b81de;obs
000495;Maria Gonçalves;13/07/2023;58628.18;S;ec257a75421d4dca;obs
000496;Ângela Ferreira;2023-05-12;00000000763337,92;N;15f39d39f27f3ad7;obs
000497;Íris Müller;2022-08-23;630.026,52;S;95284c0acb6bf562;obs
000498;Ângela Assunção;20201209;625.511,58;S;60d2759a3ad51382;obs
000499;Maria da Silva;03/02/2020;717612.64;N;2649a478d3966f0a;obs
000500;João Gonçalves;2022-09-01;00000000527779,68;S;7b74244017db4c2f;obs
000501;Ângela Ço-Testé;2020-01-03;452458.83;N;dff47c515ed10e7f;
000502;Ângela Ferreira;2021-04-14;00000000399756,98;N;cdfba4e996cbdafb;obs
000503;João Ferreira;01/10/2020;297027.10;N;3063ae7f41ff81d1;obs
000504;Ana Müller;06/12/2022;215.398,83;N;5cbdb68268aa1236;obs
000505;Maria Ferreira;27/08/2023;444.137,68;N;468b22af9ca4364d;obs
000506;José Ferreira;20230204;00000000586253,47;N;fd0ee0b640f7924b;obs
000507;Luíza Ço-Testé;15/12/2023;124.871,84;S;c879d93272540ab7;obs
000508;João Gonçalves;07/11/2022;643.853,70;S;639c4c6c2926205d;obs
000509;João Ço-Testé;24/10/2020;00000000067194,11;N;5eef0d1e38c5ef5e;obs
000510;Ana Sá;2022-02-26;00000000546314,83;N;f6a9e3e3b62bccb1;obs
000511;Ana Ço-Testé;06/08/2024;00000000211506,01;N;089a9f4f31dae817;obs
000512;Ângela Müller;01/12/2023;377.215,04;S;0012d399a7af5545;obs
000513;João Assunção;15/05/2024;614550.51;S;03ef0f77848ac924;obs
000514;João Müller;20210805;00000000365005,74;N;d0c59550f69a0539;obs
000515;José Müller;26/05/2025;None;S;8198d1f56839f98f;obs
000516;Ângela da Silva;27/10/2022;NaN;N;71594914b1b68ecd;obs
000517;Íris Ço-Testé;20210513;None;S;1dc3c26e7b62659e;obs
000518;João Ferreira;20230721;241.100,89;N;f49816ad6994bf84;obs
000519;Ângela Müller;20200120;97.528,36;N;bfb0942cac777762;obs
000520;João Müller;22/03/2025;937.759,27;N;f27655132ecaf629;obs
000521;Íris Sá;12/02/2021;216.824,33;S;d5bea8dc33e88249;obs
000522;Luíza Gonçalves;14/05/2024;None;S;db6a34eac3a58237;obs
000523;Ana Ço-Testé;14/09/2022;910.971,73;N;2ed0b0b27da56b6e;obs
000524;Antônio Ferreira;20210330;838.096,67;N;f08d312e7a732f35;obs
000525;Ana Müller;12/12/2021;479405.22;S;84a91789b2c027e8;obs
000526;Luíza Sá;18/01/2020;105.642,74;N;9cdf06645c91f845;obs
000527;Maria Müller;22/06/2021;00000000359763,78;N;7faf64582f14f777;obs
000528;José Ferreira;20231206;293.213,51;N;9247e8512e0d3860;obs
000529;José Ço-Testé;20200723;453215.71;N;255603d4323132fa;obs
000530;Íris Ço-Testé;20/01/2020;00000000542122,80;N;7c93243ec90b9454;obs
000531;Antônio Müller;24/10/2024;171.277,88;S;d05661993728ddc2;obs
000532;Íris Ço-Testé;13/07/2023;378497.33;N;8eb7c3068f73198e;obs
000533;Luíza da Silva;23/04/2022;208623.77;S;c7c2564afab8328f;obs
000534;Luíza Assunção;10/10/2023;932848.57;S;9d1911a5618dde71;obs
000535;Íris Sá;13/05/2025;442.307,43;N;e835f080d9518f98;obs
000536;João Gonçalves;04/12/2021;744.944,37;N;a50768979afa8267;obs
000537;Antônio Ferreira;2024-05-18;546.241,75;N;2ad55c0b69fb2fe6;obs
000538;Ana Gonçalves;30/01/2024;734.734,95;S;2abaa4f935e80364;obs
000539;João da Silva;2020-05-10;00000000027646,06;N;c3d6cd548623bc74;obs
000540;João Assunção;19/06/2023;324399.49;S;bcd2e8eb3f5560cd;obs
000541;Íris Sá;15/09/2020;36863.03;N;ea4f4a80dc412176;obs
000542;Íris Ferreira;2025-06-19;;S;98fb47279740b212;obs
000543;Camões Müller;03/08/2023;505.049,44;S;16ed0330ce015413;obs
000544;Antônio Assunção;24/04/2022;548.737,00;S;496940325808d790;obs
000545;Ângela da Silva;2023-11-09;;N;4afcf9e8cc476b72;obs
000546;José Ço-Testé;15/01/2020;458.340,71;N;29cc07893ff93134;obs
000547;Camões Gonçalves;22/06/2021;00000000801677,66;N;a60147c348e09502;obs
000548;Antônio Ferreira;2021-01-20;115.718,37;N;73e88db69e2383d0;obs
000549;Íris Gonçalves;18/10/2021;23.206,68;S;1a2e9864f8eaca36;obs
000550;Antônio Gonçalves;04/01/2024;158.004,11;S;3799a3767e5b3ac9;obs
000551;Camões Assunção;20240528;;N;d7f2a67814898025;obs
000552;Ana Assunção;07/05/2024;00000000201529,23;N;61af0e8ed13757e1;obs
000553;João Ço-Testé;03/01/2024;259169.56;S;75f9423032fd73c5;obs
000554;Ângela Sá;02/03/2021;981693.39;N;a110e887289ac251;obs
000555;Ângela Müller;07/09/2020;00000000377935,25;S;aaac826edd18ab28;obs
000556;João Gonçalves;20/07/2023;613.100,35;S;ca0553a26553b15f;obs
000557;Ana da Silva;20230405;00000000162521,76;N;16e827b0c552f3c5;obs
000558;Maria Ferreira;06/07/2020;655.499,97;S;5b0334d80f4d6c40;obs
000559;Ângela Ço-Testé;07/08/2020;826.868,71;N;e44cbd41ce36e92a;obs
000560;José da Silva;12/11/2023;942317.32;S;b4e570ba7c3cc2bc;obs
000561;Ângela Assunção;16/01/2023;570.028,23;N;bb7eb97952dcbffd;obs
000562;Antônio Ço-Testé;29/08/2024;72223.20;S;4bb13407730ad7de;obs
000563;Ângela Assunção;18/07/2022;00000000769296,48;S;04cad30ae207db20;obs
000564;Luíza Ço-Testé;24/06/2023;565137.84;N;86296fbe309b48dd;obs
000565;Ângela Gonçalves;09/06/2023;00000000115831,41;S;a8ad153985f0786a;obs
000566;Ana Ço-Testé;04/04/2025;112256.25;N;1947ea42310dc9d1;obs
000567;Camões Sá;30/09/2022;51471.32;N;9b1fc6d1388149dc;obs
000568;Ana Gonçalves;04/09/2023;490796.10;S;8eda64335c65a65c;obs
000569;Luíza Ço-Testé;21/12/2023;00000000042628,67;S;4dccb05dd59ef0fd;obs
000570;José Müller;17/07/2020;198.664,49;S;a8290f3c86b4852c;obs
000571;Maria Müller;14/03/2024;669647.98;N;756eb67dacab8b69;obs
000572;João Gonçalves;10/06/2024;00000000689473,43;S;ff9957a888adb388;obs
000573;Íris Assunção;22/01/2025;None;N;a21c1209c3a1962d;obs
000574;Luíza Müller;07/05/2021;576.968,98;N;f62ecf885c29850b;obs
000575;Íris Ferreira;20200101;NaN;S;e3ec4f6afe503fdc;obs
000576;Ana Assunção;30/03/2021;861.867,98;N;8dbcde5aeb4aede6;obs
000577;Ângela Müller;11/03/2025;372.933,58;S;43d643ed236eb832;obs
000578;José Gonçalves;20210608;596.708,51;S;13c37b5dbbf8da91;obs
000579;Íris Gonçalves;20220926;859325.73;S;a46acc9a98611260;obs
000580;Ana Sá;13/07/2024;966.653,07;N;e13a14ca5911f42e;obs
000581;Camões Ço-Testé;2020-09-03;890.743,83;S;c704e80ea2466cd7;obs
000582;Ana Assunção;09/12/2022;00000000342708,19;S;0ceeddc22737f345;obs
000583;Íris Ço-Testé;03/05/2023;303.860,55;N;21d7243225e42403;obs
000584;João Ferreira;20230316;00000000089212,33;N;6f3acf3380777ac5;obs
000585;Maria Ferreira;19/02/2023;205.626,73;S;1257429e3e085cb7;obs
000586;Camões Assunção;2023-11-03;433.673,85;N;592ab43d5d822e3a;obs
000587;Luíza Assunção;01/05/2023;366705.21;N;25545c1a9f88dda3;obs
000588;Ana Ço-Testé;23/04/2021;763.874,96;S;bd5538c71cc464ed;obs
000589;José Müller;12/03/2025;14401.36;N;cde55848b19c905e;obs
000590;Antônio Ferreira;22/08/2022;222.168,68;S;85f4c0a28be27516;obs
000591;Ângela Ferreira;20230629;700.723,89;S;953fcfd460694b6d;obs
000592;Ana Assunção;14/12/2020;647.984,89;N;7707ac0e0d96feb3;obs
000593;João Ferreira;14/09/2023;377718.84;S;4ae0fd7a04e25132;obs
000594;José Ferreira;;508.206,40;S;32e97c2d2fb90ccf;obs
000595;Íris Müller;20250312;319.740,67;N;64b5d9a57d6c3d2a;obs
000596;Ana Assunção;02/11/2023;00000000525601,30;N;0fdfde19cfd835fc;obs
000597;Camões Ço-Testé;2020-03-01;None;N;23238416a82cae18;obs
000598;Camões Müller;21/05/2025;238476.87;N;92a97acd3d884938;obs
000599;Camões Assunção;06/02/2025;00000000216801,16;S;8a962a1194be6d9f;obs
000600;Maria Assunção;20231111;00000000450956,17;S;eedb0ce5a7fecdcd;obs
000601;Maria Assunção;18/05/2020;None;S;078c3875ba21e269;
000602;Camões Ferreira;13/09/2021;NaN;N;c7739d4626e6a84a;obs
000603;João Gonçalves;13/01/2021;NaN;S;3b70509298ab182c;obs
000604;Ana Assunção;11/06/2020;00000000887241,64;N;a64a1fe8b646e2b1;obs
000605;Maria Ço-Testé;04/03/2022;237.265,24;S;c3b8d17968994c84;obs
000606;Antônio Ferreira;20210331;;S;f4672866ed56a2a0;obs
000607;Íris Sá;2021-10-27;424534.54;S;bc3eb4029ba14c35;obs
000608;Luíza Ferreira;2023-06-06;00000000550745,68;S;1bfc270c85494255;obs
000609;Íris Ço-Testé;02/12/2024;None;S;632c817e8ec57d47;obs
000610;Ana Gonçalves;19/08/2021;867824.99;N;2a9edda7761ad914;obs
000611;Antônio Müller;25/02/2025;00000000486098,18;N;b8ff615c172720fa;obs
000612;João Gonçalves;13/05/2024;141880.69;N;52ce55e369df05c7;obs
000613;Ana Gonçalves;18/07/2022;925420.25;N;400564b8171603b1;obs
000614;Maria Sá;10/02/2024;664.874,57;N;8618e40d15d6a658;obs
000615;Ângela Müller;29/04/2025;00000000805580,05;S;55cf37bae98965f2;obs
000616;Maria Gonçalves;14/11/2024;439964.06;N;baebe15d4f3c9771;obs
000617;Antônio Sá;05/01/2021;3.705,25;N;75699aef03200c4e;obs
000618;Íris Müller;11/07/2024;227409.30;N;68ffae1774283491;obs
000619;João Müller;14/05/2023;649872.35;S;2f51ac6e0c85f154;obs
000620;Ana Sá;15/12/2021;606175.85;N;eb9e54e054c3b22e;obs
000621;Ana da Silva;;640.775,36;S;7491050cf75efed8;obs
000622;Luíza da Silva;20200709;860.110,48;S;6d651847c2294116;obs
000623;João Assunção;22/08/2022;345201.35;N;35b86d0a864f36dd;obs
000624;Ana da Silva;20230316;00000000507158,11;N;9bdd3d7a6d53628b;obs
000625;Antônio Müller;;644.130,16;N;baabd9f2850b7073;obs
000626;Íris Ço-Testé;2021-01-03;202.958,37;S;0623ffbf1e42d2b8;obs
000627;João Sá;02/10/2024;00000000434154,53;S;5982aa44557368cf;obs
000628;José da Silva;04/08/2023;322.723,08;N;8ccc617e81b66951;obs
000629;Ana da Silva;05/11/2023;645.916,72;S;2cf6073bd500c147;obs
000630;Luíza Ço-Testé;2021-11-23;00000000835982,60;S;22c0c475a54976d0;obs
000631;Maria Sá;2022-08-01;00000000484936,42;N;be1a070fed83a4c8;obs
000632;Ângela Assunção;20230303;19.628,68;S;af7c7d2b93d054e4;obs
000633;Luíza da Silva;08/06/2025;393469.43;S;9b0e70ad922bda48;obs
000634;Maria Müller;2020-08-27;899489.90;N;0818c965b5b81351;obs
000635;Camões da Silva;2022-10-14;226.640,38;N;1cbb304b2ccda2af;obs
000636;Ana Ço-Testé;2021-02-17;00000000837839,03;N;80038f26e7ab2ef7;obs
000637;José Assunção;06/03/2025;813206.39;N;c4fcbb8424aefbea;obs
000638;Ângela Sá;28/09/2020;748.345,49;S;4f9c78bf010d583f;obs
000639;João Assunção;2022-08-14;690.996,98;N;93daf60d05c14422;obs
000640;José Assunção;14/02/2021;810.327,40;N;1e1e5d91abcec90f;obs
000641;Maria Gonçalves;14/07/2021;;S;59ae73028ae3297e;obs
000642;Luíza Assunção;2020-10-16;256718.73;S;4fb67094123cf911;obs
000643;Luíza Müller;27/06/2022;52.907,86;S;0dc5d42e6233960a;obs
000644;Camões Ferreira;20210101;876793.80;N;5b0a31ea9dc6d783;obs
000645;Luíza Ço-Testé;20210209;82362.68;N;21bd55eb915aa3c0;obs
000646;Íris da Silva;22/07/2022;00000000488004,98;N;f28bf8463b504fda;obs
000647;Maria Ço-Testé;08/01/2025;NaN;N;dc5cd673c9ed66a6;obs
000648;Íris Ferreira;02/03/2020;483.647,61;S;c497d0a8484204d5;obs
000649;Maria Müller;29/07/2020;341700.13;S;4d579d00cadcc10f;obs
000650;Íris Ferreira;24/04/2023;00000000166745,70;N;10e94dce6241cba3;obs
000651;José Ço-Testé;22/11/2023;594765.55;N;b1b2b5f88b661d1f;obs
000652;Maria Sá;03/10/2023;None;S;98986758979800c3;obs
000653;Luíza Müller;20200718;72.989,51;S;d066ad21af7d7f21;obs
000654;Camões Assunção;09/10/2022;856.722,27;S;94ad345ae3239264;obs
000655;Maria Sá;01/11/2020;606.006,78;N;34a63e7632173525;obs
000656;Antônio Müller;2024-06-14;752.659,55;N;16db8a18fd8398c3;obs
000657;Ana Müller;11/11/2022;65.443,37;N;8c83bc68e6ace59a;obs
000658;Ana Sá;20230220;907.731,36;S;6e84e8323c38c3f0;obs
000659;Camões Sá;20211013;00000000571599,55;S;2c649adfa998c8e1;obs
000660;Maria Gonçalves;11/02/2023;None;S;02f865f8226001c6;obs
000661;Ana Gonçalves;2024-01-17;88777.17;S;ce52309da46a07c2;obs
000662;Íris Ço-Testé;25/11/2023;00000000476468,23;N;d1f033748d532691;obs
000663;Camões Assunção;07/04/2021;00000000522356,73;S;80714c8ab64e26cf;obs
000664;Camões Müller;26/03/2023;NaN;N;948c7eb41cf8570b;obs
000665;João Gonçalves;20240204;None;N;14072edb8456ce4f;obs
000666;João Gonçalves;25/08/2022;81875.85;N;0d829d529cf021b8;obs
000667;Ângela Ço-Testé;23/01/2020;00000000601847,60;N;5a589b676bc7b635;obs
000668;Antônio Gonçalves;13/03/2020;00000000762286,38;N;a119ceee0fb91307;obs
000669;Maria Müller;15/04/2020;654.644,94;S;7c193e6f496cc03a;obs
000670;Maria Müller;2020-06-06;645.711,16;N;db9c9b7c4674a0eb;obs
000671;Ana Sá;16/08/2020;NaN;N;cecea5d35ea909ef;obs
000672;Antônio Ço-Testé;06/12/2023;903.888,67;S;fbec1ed857c4e2c3;obs
000673;Maria Müller;20250327;433008.96;N;a9217ddc3cea1f89;obs
000674;Maria Gonçalves;20230329;277.239,82;S;2ae7dc190d722918;obs
000675;Camões Ferreira;09/09/2021;None;N;433b66fc797eb3e4;obs
000676;Ângela Ço-Testé;09/06/2022;NaN;N;87beb021f63614f5;obs
000677;João Müller;29/07/2023;962637.78;N;453417b555c06c8e;obs
000678;João Assunção;02/09/2023;00000000785479,86;S;ac00f929bbfbf76c;obs
000679;José Müller;22/11/2021;;S;11654cb3d4e99a65;obs
000680;Camões da Silva;11/12/2022;00000000760481,28;N;316da914407c4370;obs
000681;Ana Müller;07/07/2020;00000000996660,27;S;f5321352b54468e4;obs
000682;João Ço-Testé;23/05/2023;593567.82;S;1c6057fee5605cfb;obs
000683;Antônio Assunção;14/08/2022;967.517,58;N;6d4ec8a4c4f4b844;obs
000684;Antônio Gonçalves;17/05/2024;407467.48;N;0f6000f3fef72410;obs
000685;Antônio Gonçalves;21/06/2022;None;S;7df77791a53e62ba;obs
000686;Maria Müller;23/04/2024;00000000956941,13;N;424d9430b72479b7;obs
000687;Ana da Silva;24/05/2020;19.677,57;N;a7222ea2261b5048;obs
000688;Ana Sá;10/03/2022;602554.50;S;b525a4d983f023fd;obs
000689;Íris Ferreira;20220407;566367.08;S;62699a4400d8c046;obs
000690;João Müller;2023-01-01;317.539,87;N;a1dc9cab0e213ce5;obs
000691;Luíza Müller;2024-10-13;797.393,58;N;33ffb402a5d5bbf9;obs
